"Код 
исследования",Наименование исследования,Используемый  материал,Результат исследования,Срок* (рабочие дни) ,Возможность срочного выполнения,Цена,Описание,Подготовка,Клиническая информация,Интерпритация результатов
"68,291","Fusarium moniliforme, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,366","Malassezia spp., IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,365","Mucor racemosus, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
03.035, m205 Trichophyton rubrum,кровь (сыворотка),полукол,1,,"700,00",,,,
"68,288","Penicillium notatum, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
,Профессиональные аллергены,,,,,,,,,
"68,306","Латекс, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,367","Хлораимн, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,368","Формальдегид, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,392","Шелк, IgE",кровь (сыворотка),полукол,6,,"720,00",,,,
"68,453","Шерсть, IgE",кровь (сыворотка),полукол,6,,"720,00",,,,
,Лекарства,,,,,,,,,
"68,307","Амоксициллин, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,308","Ампициллин, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,313","Анальгин/баралгин/метамизол, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,393","Анизакис  (Anisakis simplex), IgE",кровь (сыворотка),полукол,5,,"900,00",,,,
"68,314","Артикаин/ультракаин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,402","Аскарида, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,315","Ацетилсалициловая кислота, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,316","Бензокаин, IgE",кровь (сыворотка),полукол,5,,"900,00",,,,
"68,338","Бромгексин, IgE",кровь (сыворотка),полукол,5,,"630,00",,,,
"68,317","Гентамицин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,319","Диклофенак, IgE",кровь (сыворотка),полукол,5,,"900,00",,,,
"68,318","Доксициклин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,320","Ибупрофен, IgE",кровь (сыворотка),полукол,5,,"940,00",,,,
"68,370","Инсулин бычий, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,431","Инсулин свинной, IgE",кровь (сыворотка),полукол,5,,"630,00",,,,
"68,369","Инсулин человеческий, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,373","Кетопрофен, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,322","Лидокаин/ксилокаин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,374","Мепивакаин/Полокаин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,337","Метронидазол, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,336","Оксациллин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,324","Парацетомол, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,310","Пенициллин G, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,311","Пенициллин V, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,371","Преднизолон, IgE",кровь (сыворотка),полукол,5,,"720,00",,,,
"68,326","Прилокаин/цитанест, IgE",кровь (сыворотка),полукол,5,,"900,00",,,,
"68,327","Прокаин/новокаин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,329","Стрептомицин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,330","Сульфаметоксазол, IgE",кровь (сыворотка),полукол,5,,"900,00",,,,
"68,331","Тетрациклин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,332","Триметоприм, IgE",кровь (сыворотка),полукол,5,,"900,00",,,,
"68,312","Цефаклор, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,334","Цефалоспорин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,372","Ципрофлоксацин, Ig E",кровь (сыворотка),полукол,5,,"1080,00",,,,
"68,335","Эритромицин, IgE",кровь (сыворотка),полукол,5,,"1080,00",,,,
,АЛЛЕРГОДИАГНОСТИКА методом ImmunoCAP,,,,,,,,,
"87,001",Фадиатоп IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"2400,00",,,,
"87,002",Фадиатоп детский IgE (ImmunoCAP),кровь (сыворотка),полукол,6,,"2800,00",,,,
,Пыльца деревьев и трав,,,,,,,,,
"87,008","Панель аллергенов к смеси пыльцы деревьев (tx9), IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
"87,011","Панель аллергенов к смеси пыльцы злаковых трав (gx1), IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
"87,885","ImmunoCAP. Пыльца сорных трав, микст wx2(w2 Амброзия голометельчатая; w6 Полынь обыкновенная (чернобыльник); w9 Подорожник ланцетолистный; w10",кровь (сыворотка),полукол,5,,"1050,00",,,,
,Животные аллергены,,,,,,,,,
"87,021","Смесь перьев птиц: гуся, курицы, утки, индейки IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
,Микроорганизмы,,,,,,,,,
"87,031","СМЕСЬ БЫТОВЫХ АЛЛЕРГЕНОВ (домашняя пыль (Hollister-Stier), D. pteronyssinus, D. farinae, Blatella germanica (таракан-прусак) IgE (ImmunoCAP)",кровь (сыворотка),полукол,6,,"930,00",,,,
"87,037","СМЕСЬ ГРИБКОВЫХ АЛЛЕРГЕНОВ (Penicillium notatum, Cladosporium herbarum, Aspergillus fumigatus, Alternaria alternata) IgE (ImmunoCAP)",кровь (сыворотка),полукол,4,,"2500,00",,,,
,Пищевые аллергены ,,,,,,,,,
"87,062","Смесь злаковых №2: пшеница, рожь, ячмень, рис IgE (ImmunoCAP)",кровь (сыворотка),полукол,12,,"2550,00",,,,
"87,067","Смесь морепродуктов: треска, креветка, синяя мидия, тунец, лосось IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
"87,063","Смесь мясных продуктов №2: свинина, говядина, курица IgE (ImmunoCAP)",кровь (сыворотка),полукол,4,,"2550,00",,,,
"87,060","Смесь ореховая №1: арахис, фундук, американский орех, миндаль, кокосовый орех IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
"87,054","Смесь пищевых продуктов №5: горох, фасоль, морковь, картофель IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
"87,055","Смесь пищевых продуктов №6: помидор, шпинат, капуста, красный перец IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
"87,066","Смесь рыбная: треска, сельдь, макрель, камбала IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
"87,057","Смесь фруктовая №1: апельсин, яблоко, банан, персик IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
"87,059","Смесь фруктовая №3: киви, дыня, банан, персик, ананас IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"1050,00",,,,
"87,886","ImmunoCAP. Мука злаковых и кунжутные, микст fx3(f4 Пшеница; f7 Овес; f8 Кукуруза; f10 Кунжут; f11 Гречиха)",кровь (сыворотка),полукол,5,,"1100,00",,,,
,ОТДЕЛЬНЫЕ АЛЛЕРГЕНЫ методом ImmunoCAP,,,,,,,,,
,Пыльца деревьев,,,,,,,,,
"87,103",Береза бородавчатая IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,106",Вяз IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,107",Дуб IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,109",Ива IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,110",Клен ясенелистый IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,116",Лещина IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,121","Ольха серая, t2, IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"920,00",,,,
"87,124",Сосна Веймутова IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,126",Тополь IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
,Пыльца трав,,,,,,,,,
"87,171",Амброзия высокая IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,144",Ежа сборная IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,146",Костер IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,180",Крапива двудомная IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,181",Лебеда чечевицевидная IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,149",Мятлик луговой IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,150",Овсяница луговая IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,184",Одуванчик IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,185",Подорожник ланцетовидный IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,187",Подсолнечник IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,189","Полынь, w6 IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"920,00",,,,
"87,192",Ромашка IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,158",Тимофеевка луговая IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
,Животные аллергены,,,,,,,,,
"87,205",Перо гусиное IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,217",Перо курицы IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,210",Перхоть кошки IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,229","Перхоть собаки (e5), IgE (ImmunoCAP)",кровь (сыворотка),полукол,5,,"920,00",,,,
"87,212",Эпителий кролика IgЕ(ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,221",Эпителий мыши IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,225",Эпителий овцы IgE (ImmunoCAP),кровь (сыворотка),полукол,12,,"1485,00",,,,
,Насекомые и яды,,,,,,,,,
"87,263",Комар IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
"87,264",Моль IgE (ImmunoCAP),кровь (сыворотка),полукол,5,,"920,00",,,,
